lr_pair	ligand_gene_symbol	receptor_gene_symbol	ligand_gene_id	receptor_gene_id	ligand_ensembl_protein_id	receptor_ensembl_protein_id	ligand_ensembl_gene_id	receptor_ensembl_gene_id	evidence
Adam17_Erbb4	Adam17	Erbb4	11491	13869	ENSMUSP00000067953	ENSMUSP00000114123	ENSMUSG00000052593	ENSMUSG00000062209	10744726
Adam17_Rhbdf2	Adam17	Rhbdf2	11491	217344	ENSMUSP00000067953	ENSMUSP00000099317	ENSMUSG00000052593	ENSMUSG00000020806	28104813
Dmp1_Phex	Dmp1	Phex	13406	18675	ENSMUSP00000068053	ENSMUSP00000078863	ENSMUSG00000029307	ENSMUSG00000057457	22339660
Sema5a_Met	Sema5a	Met	20356	17295	ENSMUSP00000069024	ENSMUSP00000111103	ENSMUSG00000022231	ENSMUSG00000009376	15218527
Sema5a_Plxna1	Sema5a	Plxna1	20356	18844	ENSMUSP00000069024	ENSMUSP00000131840	ENSMUSG00000022231	ENSMUSG00000030084	21835343
Fgf7_Fgfr1	Fgf7	Fgfr1	14178	14182	ENSMUSP00000069681	ENSMUSP00000081041	ENSMUSG00000027208	ENSMUSG00000031565	23403721,16597617
Fgf7_Fgfr2	Fgf7	Fgfr2	14178	14183	ENSMUSP00000069681	ENSMUSP00000112430	ENSMUSG00000027208	ENSMUSG00000030849	16597617,23403721
Fgf7_Fgfr3	Fgf7	Fgfr3	14178	14184	ENSMUSP00000069681	ENSMUSP00000085122	ENSMUSG00000027208	ENSMUSG00000054252	16597617
Cthrc1_Fzd3	Cthrc1	Fzd3	68588	14365	ENSMUSP00000070018	ENSMUSP00000115325	ENSMUSG00000054196	ENSMUSG00000007989	18606138
Alkal2_Alk	Alkal2	Alk	100294583	11682	ENSMUSP00000070037	ENSMUSP00000083840	ENSMUSG00000054204	ENSMUSG00000055471	26630010
Tg_Lrp2	Tg	Lrp2	21819	14725	ENSMUSP00000070239	ENSMUSP00000079752	ENSMUSG00000053469	ENSMUSG00000027070	10702280,9492085
Ntng1_Lrrc4c	Ntng1	Lrrc4c	80883	241568	ENSMUSP00000072397	ENSMUSP00000131795	ENSMUSG00000059857	ENSMUSG00000050587	14595443
Prl7c1_Prlr	Prl7c1	Prlr	67505	19116	ENSMUSP00000072712	ENSMUSP00000122219	ENSMUSG00000060738	ENSMUSG00000005268	28245452
Postn_Itgb1	Postn	Itgb1	50706	16412	ENSMUSP00000072773	ENSMUSP00000087457	ENSMUSG00000027750	ENSMUSG00000025809	27234502
Cxcl12_Itga4	Cxcl12	Itga4	20315	16401	ENSMUSP00000072800	ENSMUSP00000099718	ENSMUSG00000061353	ENSMUSG00000027009	29301984
Cxcl12_Oprm1	Cxcl12	Oprm1	20315	18390	ENSMUSP00000072800	ENSMUSP00000101236	ENSMUSG00000061353	ENSMUSG00000000766	17049756
Cxcl12_Itgb1	Cxcl12	Itgb1	20315	16412	ENSMUSP00000072800	ENSMUSP00000087457	ENSMUSG00000061353	ENSMUSG00000025809	29301984
Prl3d3_Prlr	Prl3d3	Prlr	215029	19116	ENSMUSP00000073286	ENSMUSP00000122219	ENSMUSG00000062201	ENSMUSG00000005268	28245452
Nrg1_Erbb3	Nrg1	Erbb3	211323	13867	ENSMUSP00000073546	ENSMUSP00000080716	ENSMUSG00000062991	ENSMUSG00000018166	29636067
Nrg1_Erbb4	Nrg1	Erbb4	211323	13869	ENSMUSP00000073546	ENSMUSP00000114123	ENSMUSG00000062991	ENSMUSG00000062209	19632177,16978839,17432114
Sema3e_Plxna1	Sema3e	Plxna1	20349	18844	ENSMUSP00000073612	ENSMUSP00000131840	ENSMUSG00000063531	ENSMUSG00000030084	11239433
Cxcl17_Gpr35	Cxcl17	Gpr35	232983	64095	ENSMUSP00000073687	ENSMUSP00000126914	ENSMUSG00000060188	ENSMUSG00000026271	25411203
Bmp4_Bmpr2	Bmp4	Bmpr2	12159	12168	ENSMUSP00000073720	ENSMUSP00000084701	ENSMUSG00000021835	ENSMUSG00000067336	17472960
Bmp4_Musk	Bmp4	Musk	12159	18198	ENSMUSP00000073720	ENSMUSP00000081625	ENSMUSG00000021835	ENSMUSG00000057280	27601729
Nlgn1_Nrxn1	Nlgn1	Nrxn1	192167	18189	ENSMUSP00000074565	ENSMUSP00000134402	ENSMUSG00000063887	ENSMUSG00000024109	8576240
Nlgn1_Nrxn3	Nlgn1	Nrxn3	192167	18191	ENSMUSP00000074565	ENSMUSP00000129678	ENSMUSG00000063887	ENSMUSG00000066392	8576240
Nlgn1_Nrxn2	Nlgn1	Nrxn2	192167	18190	ENSMUSP00000074565	ENSMUSP00000109089	ENSMUSG00000063887	ENSMUSG00000033768	7736595
Osm_Lifr	Osm	Lifr	18413	16880	ENSMUSP00000074708	ENSMUSP00000126137	ENSMUSG00000058755	ENSMUSG00000054263	20051625
Osm_Il6st	Osm	Il6st	18413	16195	ENSMUSP00000074708	ENSMUSP00000138836	ENSMUSG00000058755	ENSMUSG00000021756	30373773,1542794
Osm_Il11ra1	Osm	Il11ra1	18413	16157	ENSMUSP00000074708	ENSMUSP00000095736	ENSMUSG00000058755	ENSMUSG00000073889	7957045
Cxcl2_Cxcr2	Cxcl2	Cxcr2	20310	12765	ENSMUSP00000074885	ENSMUSP00000102512	ENSMUSG00000058427	ENSMUSG00000026180	12464676
Jag2_Notch2	Jag2	Notch2	16450	18129	ENSMUSP00000075224	ENSMUSP00000078741	ENSMUSG00000002799	ENSMUSG00000027878	10958687,22353464
Jag2_Notch3	Jag2	Notch3	16450	18131	ENSMUSP00000075224	ENSMUSP00000085016	ENSMUSG00000002799	ENSMUSG00000038146	17081781,11006133,22353464
Pdgfa_Pdgfra	Pdgfa	Pdgfra	18590	18595	ENSMUSP00000075463	ENSMUSP00000127173	ENSMUSG00000025856	ENSMUSG00000029231	15207811
Itgb1bp1_Itgb1	Itgb1bp1	Itgb1	16413	16412	ENSMUSP00000075609	ENSMUSP00000087457	ENSMUSG00000062352	ENSMUSG00000025809	17567669
Efna5_Ephb2	Efna5	Ephb2	13640	13844	ENSMUSP00000076115	ENSMUSP00000101472	ENSMUSG00000048915	ENSMUSG00000028664	15107857
Gnb5_Kcnj6	Gnb5	Kcnj6	14697	16522	ENSMUSP00000076155	ENSMUSP00000097108	ENSMUSG00000032192	ENSMUSG00000043301	27074662
Sftpd_Sirpa	Sftpd	Sirpa	20390	19261	ENSMUSP00000076383	ENSMUSP00000099491	ENSMUSG00000021795	ENSMUSG00000037902	18420961
Gng8_Kcnj6	Gng8	Kcnj6	14709	16522	ENSMUSP00000077314	ENSMUSP00000097108	ENSMUSG00000063594	ENSMUSG00000043301	27074662
Pth_Ramp1	Pth	Ramp1	19226	51801	ENSMUSP00000078723	ENSMUSP00000095253	ENSMUSG00000059077	ENSMUSG00000034353	15361343
Gnas_Ptgdr	Gnas	Ptgdr	14683	19214	ENSMUSP00000079341	ENSMUSP00000093653	ENSMUSG00000027523	ENSMUSG00000071489	12672054
Gnas_Htr6	Gnas	Htr6	14683	15565	ENSMUSP00000079341	ENSMUSP00000101428	ENSMUSG00000027523	ENSMUSG00000028747	11916537
Sema3f_Nrp2	Sema3f	Nrp2	20350	18187	ENSMUSP00000079400	ENSMUSP00000109794	ENSMUSG00000034684	ENSMUSG00000025969	22948112,25734514,18283547
Prl7b1_Prlr	Prl7b1	Prlr	75596	19116	ENSMUSP00000079431	ENSMUSP00000122219	ENSMUSG00000021347	ENSMUSG00000005268	28245452
Prl3d2_Prlr	Prl3d2	Prlr	215028	19116	ENSMUSP00000079579	ENSMUSP00000122219	ENSMUSG00000062737	ENSMUSG00000005268	28245452
Prl3d1_Prlr	Prl3d1	Prlr	18775	19116	ENSMUSP00000080731	ENSMUSP00000122219	ENSMUSG00000057170	ENSMUSG00000005268	28245452
Adam9_Itgb1	Adam9	Itgb1	11502	16412	ENSMUSP00000081048	ENSMUSP00000087457	ENSMUSG00000031555	ENSMUSG00000025809	15361064
Hmgb1_Thbd	Hmgb1	Thbd	15289	21824	ENSMUSP00000082682	ENSMUSP00000096877	ENSMUSG00000066551	ENSMUSG00000074743	15841214
Lefty2_Acvr2b	Lefty2	Acvr2b	320202	11481	ENSMUSP00000082952	ENSMUSP00000126108	ENSMUSG00000066652	ENSMUSG00000061393	11952836
Tnfsf18_Tnfrsf18	Tnfsf18	Tnfrsf18	240873	21936	ENSMUSP00000083251	ENSMUSP00000099462	ENSMUSG00000066755	ENSMUSG00000041954	18182486
Icam1_Itgal	Icam1	Itgal	15894	16408	ENSMUSP00000083587	ENSMUSP00000101913	ENSMUSG00000037405	ENSMUSG00000030830	12112684,7779165
Icam1_Ahr	Icam1	Ahr	15894	11622	ENSMUSP00000083587	ENSMUSP00000112137	ENSMUSG00000037405	ENSMUSG00000019256	11448147
Col4a4_Itgb1	Col4a4	Itgb1	12829	16412	ENSMUSP00000084282	ENSMUSP00000087457	ENSMUSG00000067158	ENSMUSG00000025809	9669995
Col4a4_Cd93	Col4a4	Cd93	12829	17064	ENSMUSP00000084282	ENSMUSP00000096876	ENSMUSG00000067158	ENSMUSG00000027435	9136074
Col3a1_Itgb1	Col3a1	Itgb1	12825	16412	ENSMUSP00000085192	ENSMUSP00000087457	ENSMUSG00000026043	ENSMUSG00000025809	9669995
Col3a1_Mag	Col3a1	Mag	12825	17136	ENSMUSP00000085192	ENSMUSP00000139881	ENSMUSG00000026043	ENSMUSG00000036634	2446864
Col3a1_Ddr2	Col3a1	Ddr2	12825	18214	ENSMUSP00000085192	ENSMUSP00000129624	ENSMUSG00000026043	ENSMUSG00000026674	9659899
Gng5_Kcnj6	Gng5	Kcnj6	14707	16522	ENSMUSP00000087485	ENSMUSP00000097108	ENSMUSG00000068523	ENSMUSG00000043301	27074662
Sema3g_Plxna4	Sema3g	Plxna4	218877	243743	ENSMUSP00000087643	ENSMUSP00000110748	ENSMUSG00000021904	ENSMUSG00000029765	30685224
Sema3g_Nrp2	Sema3g	Nrp2	218877	18187	ENSMUSP00000087643	ENSMUSP00000109794	ENSMUSG00000021904	ENSMUSG00000025969	22948112,30685224
Prl6a1_Prlr	Prl6a1	Prlr	19111	19116	ENSMUSP00000089269	ENSMUSP00000122219	ENSMUSG00000069259	ENSMUSG00000005268	28245452
Lama3_Itgb4	Lama3	Itgb4	16774	192897	ENSMUSP00000089703	ENSMUSP00000102068	ENSMUSG00000024421	ENSMUSG00000020758	9118224
Lama2_Itgb4	Lama2	Itgb4	16773	192897	ENSMUSP00000090304	ENSMUSP00000102068	ENSMUSG00000019899	ENSMUSG00000020758	9118224
Lama2_Itga7	Lama2	Itga7	16773	16404	ENSMUSP00000090304	ENSMUSP00000096712	ENSMUSG00000019899	ENSMUSG00000025348	11278916
Ccl26_Ccr2	Ccl26	Ccr2	541307	12772	ENSMUSP00000091779	ENSMUSP00000132453	ENSMUSG00000070464	ENSMUSG00000049103	24218476
Il11_Il6st	Il11	Il6st	16156	16195	ENSMUSP00000092492	ENSMUSP00000138836	ENSMUSG00000004371	ENSMUSG00000021756	26826523
Il11_Il11ra1	Il11	Il11ra1	16156	16157	ENSMUSP00000092492	ENSMUSP00000095736	ENSMUSG00000004371	ENSMUSG00000073889	20797312
Ccl21a_Ccr7	Ccl21a	Ccr7	18829	12775	ENSMUSP00000092732	ENSMUSP00000099423	ENSMUSG00000094686	ENSMUSG00000037944	28611158,10699158
Fgf14_Fgfr2	Fgf14	Fgfr2	14169	14183	ENSMUSP00000093185	ENSMUSP00000112430	ENSMUSG00000025551	ENSMUSG00000030849	16597617
Prl7a1_Prlr	Prl7a1	Prlr	19113	19116	ENSMUSP00000093614	ENSMUSP00000122219	ENSMUSG00000006488	ENSMUSG00000005268	28245452
Gng3_Kcnj6	Gng3	Kcnj6	14704	16522	ENSMUSP00000093978	ENSMUSP00000097108	ENSMUSG00000071658	ENSMUSG00000043301	27074662
Il22_Il22ra1	Il22	Il22ra1	50929	230828	ENSMUSP00000094449	ENSMUSP00000099605	ENSMUSG00000074695	ENSMUSG00000037157	17027512
Ccl21d_Ccr7	Ccl21d	Ccr7	100862177	12775	ENSMUSP00000095732	ENSMUSP00000099423	ENSMUSG00000094065	ENSMUSG00000037944	28275068
Gng7_Kcnj6	Gng7	Kcnj6	14708	16522	ENSMUSP00000097061	ENSMUSP00000097108	ENSMUSG00000048240	ENSMUSG00000043301	27074662
Prl2c3_Prlr	Prl2c3	Prlr	18812	19116	ENSMUSP00000097393	ENSMUSP00000122219	ENSMUSG00000056457	ENSMUSG00000005268	28245452
Fyn_Thy1	Fyn	Thy1	14360	21838	ENSMUSP00000097547	ENSMUSP00000110489	ENSMUSG00000019843	ENSMUSG00000032011	25416548
Fgf12_Fgfr2	Fgf12	Fgfr2	14167	14183	ENSMUSP00000097601	ENSMUSP00000112430	ENSMUSG00000022523	ENSMUSG00000030849	16597617
Selplg_Cxcr2	Selplg	Cxcr2	20345	12765	ENSMUSP00000098436	ENSMUSP00000102512	ENSMUSG00000048163	ENSMUSG00000026180	30068506
Selplg_Selp	Selplg	Selp	20345	20344	ENSMUSP00000098436	ENSMUSP00000123924	ENSMUSG00000048163	ENSMUSG00000026580	28178038
Psen1_Ephb2	Psen1	Ephb2	19164	13844	ENSMUSP00000098786	ENSMUSP00000101472	ENSMUSG00000019969	ENSMUSG00000028664	17428795
Psen1_Erbb4	Psen1	Erbb4	19164	13869	ENSMUSP00000098786	ENSMUSP00000114123	ENSMUSG00000019969	ENSMUSG00000062209	15746097
Sema6d_Plxna4	Sema6d	Plxna4	214968	243743	ENSMUSP00000099529	ENSMUSP00000110748	ENSMUSG00000027200	ENSMUSG00000029765	29777213
Sema6d_Plxna1	Sema6d	Plxna1	214968	18844	ENSMUSP00000099529	ENSMUSP00000131840	ENSMUSG00000027200	ENSMUSG00000030084	15543137,28172500,14977921
Sema6d_Kdr	Sema6d	Kdr	214968	16542	ENSMUSP00000099529	ENSMUSP00000109144	ENSMUSG00000027200	ENSMUSG00000062960	14977921
Pla2g5_Pla2r1	Pla2g5	Pla2r1	18784	18779	ENSMUSP00000099569	ENSMUSP00000108144	ENSMUSG00000041193	ENSMUSG00000054580	24667060
Sema3b_Nrp2	Sema3b	Nrp2	20347	18187	ENSMUSP00000099591	ENSMUSP00000109794	ENSMUSG00000057969	ENSMUSG00000025969	22948112
Sema3b_Plxna1	Sema3b	Plxna1	20347	18844	ENSMUSP00000099591	ENSMUSP00000131840	ENSMUSG00000057969	ENSMUSG00000030084	22998873
Fgf11_Fgfr2	Fgf11	Fgfr2	14166	14183	ENSMUSP00000099645	ENSMUSP00000112430	ENSMUSG00000042826	ENSMUSG00000030849	16597617
Gcg_Glp1r	Gcg	Glp1r	14526	14652	ENSMUSP00000099794	ENSMUSP00000110221	ENSMUSG00000000394	ENSMUSG00000024027	21950636
Btla_Tnfrsf14	Btla	Tnfrsf14	208154	230979	ENSMUSP00000099866	ENSMUSP00000116757	ENSMUSG00000052013	ENSMUSG00000042333	22437870,19915044
Rtn4_Rtn4rl2	Rtn4	Rtn4rl2	68585	269295	ENSMUSP00000099907	ENSMUSP00000118362	ENSMUSG00000020458	ENSMUSG00000050896	14664809
Nxph2_Nrxn1	Nxph2	Nrxn1	18232	18189	ENSMUSP00000100009	ENSMUSP00000134402	ENSMUSG00000069132	ENSMUSG00000024109	8699246
Prl2b1_Prlr	Prl2b1	Prlr	66392	19116	ENSMUSP00000100019	ENSMUSP00000122219	ENSMUSG00000069258	ENSMUSG00000005268	28245452
Fgf3_Fgfr2	Fgf3	Fgfr2	14174	14183	ENSMUSP00000101518	ENSMUSP00000112430	ENSMUSG00000031074	ENSMUSG00000030849	16597617,23403721
Cd160_Tnfrsf14	Cd160	Tnfrsf14	54215	230979	ENSMUSP00000102689	ENSMUSP00000116757	ENSMUSG00000038304	ENSMUSG00000042333	19332782
Sema6c_Plxna1	Sema6c	Plxna1	20360	18844	ENSMUSP00000102835	ENSMUSP00000131840	ENSMUSG00000038777	ENSMUSG00000030084	17145500,14685275
Lgals9_Clec7a	Lgals9	Clec7a	16859	56644	ENSMUSP00000103903	ENSMUSP00000107707	ENSMUSG00000001123	ENSMUSG00000079293	28394331
Apoc1_Vldlr	Apoc1	Vldlr	11812	22359	ENSMUSP00000104091	ENSMUSP00000127329	ENSMUSG00000040564	ENSMUSG00000024924	11353333,10024503
Ntn1_Robo3	Ntn1	Robo3	18208	19649	ENSMUSP00000104314	ENSMUSP00000110690	ENSMUSG00000020902	ENSMUSG00000032128	25433640
Ntn1_Dcc	Ntn1	Dcc	18208	13176	ENSMUSP00000104314	ENSMUSP00000110593	ENSMUSG00000020902	ENSMUSG00000060534	24876346,11387206
Ntn1_Unc5d	Ntn1	Unc5d	18208	210801	ENSMUSP00000104314	ENSMUSP00000128521	ENSMUSG00000020902	ENSMUSG00000063626	25149138
Wnt7b_Fzd10	Wnt7b	Fzd10	22422	93897	ENSMUSP00000105051	ENSMUSP00000114114	ENSMUSG00000022382	ENSMUSG00000081683	15923619
Wnt7b_Fzd3	Wnt7b	Fzd3	22422	14365	ENSMUSP00000105051	ENSMUSP00000115325	ENSMUSG00000022382	ENSMUSG00000007989	26939553
Wnt7b_Fzd7	Wnt7b	Fzd7	22422	14369	ENSMUSP00000105051	ENSMUSP00000109884	ENSMUSG00000022382	ENSMUSG00000041075	29898920
Vcan_Selp	Vcan	Selp	13003	20344	ENSMUSP00000105173	ENSMUSP00000123924	ENSMUSG00000021614	ENSMUSG00000026580	10950950
Calm1_Kcnn4	Calm1	Kcnn4	12313	16534	ENSMUSP00000105709	ENSMUSP00000133065	ENSMUSG00000001175	ENSMUSG00000054342	32075037
Calm1_Cacna1c	Calm1	Cacna1c	12313	12288	ENSMUSP00000105709	ENSMUSP00000108413	ENSMUSG00000001175	ENSMUSG00000051331	19340532
Calm1_Grm4	Calm1	Grm4	12313	268934	ENSMUSP00000105709	ENSMUSP00000112578	ENSMUSG00000001175	ENSMUSG00000063239	19822743
Prl8a8_Prlr	Prl8a8	Prlr	74188	19116	ENSMUSP00000105979	ENSMUSP00000122219	ENSMUSG00000021346	ENSMUSG00000005268	28245452
Prl8a6_Prlr	Prl8a6	Prlr	19112	19116	ENSMUSP00000105984	ENSMUSP00000122219	ENSMUSG00000021345	ENSMUSG00000005268	28245452
Prl_Prlr	Prl	Prlr	19109	19116	ENSMUSP00000105998	ENSMUSP00000122219	ENSMUSG00000021342	ENSMUSG00000005268	28245452,24745142,19535262,25472542
Prl2c2_Prlr	Prl2c2	Prlr	18811	19116	ENSMUSP00000106224	ENSMUSP00000122219	ENSMUSG00000079092	ENSMUSG00000005268	28245452
Cntf_Il6st	Cntf	Il6st	12803	16195	ENSMUSP00000108555	ENSMUSP00000138836	ENSMUSG00000079415	ENSMUSG00000021756	20610800
Eda_Eda2r	Eda	Eda2r	13607	245527	ENSMUSP00000109409	ENSMUSP00000109463	ENSMUSG00000059327	ENSMUSG00000034457	16423472
Nrg2_Erbb4	Nrg2	Erbb4	100042150	13869	ENSMUSP00000111378	ENSMUSP00000114123	ENSMUSG00000060275	ENSMUSG00000062209	9168115,17432114
Btc_Erbb4	Btc	Erbb4	12223	13869	ENSMUSP00000112765	ENSMUSP00000114123	ENSMUSG00000082361	ENSMUSG00000062209	24440602
Lgals3_Mag	Lgals3	Mag	16854	17136	ENSMUSP00000114350	ENSMUSP00000139881	ENSMUSG00000050335	ENSMUSG00000036634	7539053
Afdn_Nrxn3	Afdn	Nrxn3	17356	18191	ENSMUSP00000118318	ENSMUSP00000129678	ENSMUSG00000068036	ENSMUSG00000066392	9707552
Reln_Vldlr	Reln	Vldlr	19699	22359	ENSMUSP00000124052	ENSMUSP00000127329	ENSMUSG00000042453	ENSMUSG00000024924	12670700
Nxph1_Nrxn1	Nxph1	Nrxn1	18231	18189	ENSMUSP00000125274	ENSMUSP00000134402	ENSMUSG00000046178	ENSMUSG00000024109	9856994
Nxph1_Nrxn3	Nxph1	Nrxn3	18231	18191	ENSMUSP00000125274	ENSMUSP00000129678	ENSMUSG00000046178	ENSMUSG00000066392	9856994
Sytl3_Nrxn1	Sytl3	Nrxn1	83672	18189	ENSMUSP00000125469	ENSMUSP00000134402	ENSMUSG00000041831	ENSMUSG00000024109	11243866
Slit2_Plxna1	Slit2	Plxna1	20563	18844	ENSMUSP00000127615	ENSMUSP00000131840	ENSMUSG00000031558	ENSMUSG00000030084	25485759
Col9a3_Mag	Col9a3	Mag	12841	17136	ENSMUSP00000128718	ENSMUSP00000139881	ENSMUSG00000027570	ENSMUSG00000036634	2446864
Wnt11_Ryk	Wnt11	Ryk	22411	20187	ENSMUSP00000132166	ENSMUSP00000135858	ENSMUSG00000015957	ENSMUSG00000032547	18809723
Cntn2_Cntn1	Cntn2	Cntn1	21367	12805	ENSMUSP00000083707	ENSMUSP00000000109	ENSMUSG00000053024	ENSMUSG00000055022	27871938
L1cam_Cntn1	L1cam	Cntn1	16728	12805	ENSMUSP00000099935	ENSMUSP00000000109	ENSMUSG00000031391	ENSMUSG00000055022	27871938,17189949
Rtn4_Ngfr	Rtn4	Ngfr	68585	18053	ENSMUSP00000099907	ENSMUSP00000000122	ENSMUSG00000020458	ENSMUSG00000000120	12422217
Ngf_Ngfr	Ngf	Ngfr	18049	18053	ENSMUSP00000102538	ENSMUSP00000000122	ENSMUSG00000027859	ENSMUSG00000000120	22155786
Nts_Ngfr	Nts	Ngfr	67405	18053	ENSMUSP00000020040	ENSMUSP00000000122	ENSMUSG00000019890	ENSMUSG00000000120	24121693,15654845
Ntf3_Ngfr	Ntf3	Ngfr	18205	18053	ENSMUSP00000107863	ENSMUSP00000000122	ENSMUSG00000049107	ENSMUSG00000000120	22465479
Bdnf_Ngfr	Bdnf	Ngfr	12064	18053	ENSMUSP00000057989	ENSMUSP00000000122	ENSMUSG00000048482	ENSMUSG00000000120	27223597,15930396
Omg_Ngfr	Omg	Ngfr	18377	18053	ENSMUSP00000132918	ENSMUSP00000000122	ENSMUSG00000049612	ENSMUSG00000000120	12422217
Ntf5_Ngfr	Ntf5	Ngfr	78405	18053	ENSMUSP00000057916	ENSMUSP00000000122	ENSMUSG00000074121	ENSMUSG00000000120	7852992
App_Ngfr	App	Ngfr	11820	18053	ENSMUSP00000005406	ENSMUSP00000000122	ENSMUSG00000022892	ENSMUSG00000000120	25917367,19334058
Il2_Ngfr	Il2	Ngfr	16183	18053	ENSMUSP00000029275	ENSMUSP00000000122	ENSMUSG00000027720	ENSMUSG00000000120	2487683,3108674
Ccn1_Itgb2	Ccn1	Itgb2	16007	16414	ENSMUSP00000029846	ENSMUSP00000000299	ENSMUSG00000028195	ENSMUSG00000000290	24280864
C3_Itgb2	C3	Itgb2	12266	16414	ENSMUSP00000024988	ENSMUSP00000000299	ENSMUSG00000024164	ENSMUSG00000000290	7429548,6915077
Jam3_Itgb2	Jam3	Itgb2	83964	16414	ENSMUSP00000034472	ENSMUSP00000000299	ENSMUSG00000031990	ENSMUSG00000000290	15485832
Fgg_Itgb2	Fgg	Itgb2	99571	16414	ENSMUSP00000037018	ENSMUSP00000000299	ENSMUSG00000033860	ENSMUSG00000000290	16601240
Bsg_Itgb2	Bsg	Itgb2	12215	16414	ENSMUSP00000070751	ENSMUSP00000000299	ENSMUSG00000023175	ENSMUSG00000000290	17996943
Fga_Itgb2	Fga	Itgb2	14161	16414	ENSMUSP00000133117	ENSMUSP00000000299	ENSMUSG00000028001	ENSMUSG00000000290	11588042,10102564
Icam1_Itgb2	Icam1	Itgb2	15894	16414	ENSMUSP00000083587	ENSMUSP00000000299	ENSMUSG00000037405	ENSMUSG00000000290	1680920,7645561,29507098,24259506
Vcam1_Itgb2	Vcam1	Itgb2	22329	16414	ENSMUSP00000029574	ENSMUSP00000000299	ENSMUSG00000027962	ENSMUSG00000000290	10438935
Spon2_Itgb2	Spon2	Itgb2	100689	16414	ENSMUSP00000042701	ENSMUSP00000000299	ENSMUSG00000037379	ENSMUSG00000000290	30869196
Mmp9_Itgb2	Mmp9	Itgb2	17395	16414	ENSMUSP00000017881	ENSMUSP00000000299	ENSMUSG00000017737	ENSMUSG00000000290	19116209
Cd14_Itgb2	Cd14	Itgb2	12475	16414	ENSMUSP00000056669	ENSMUSP00000000299	ENSMUSG00000051439	ENSMUSG00000000290	14625477
Plau_Itgb2	Plau	Itgb2	18792	16414	ENSMUSP00000022368	ENSMUSP00000000299	ENSMUSG00000021822	ENSMUSG00000000290	21969013
Plg_Itgb2	Plg	Itgb2	18815	16414	ENSMUSP00000014578	ENSMUSP00000000299	ENSMUSG00000059481	ENSMUSG00000000290	25261488
Icam5_Itgb2	Icam5	Itgb2	15898	16414	ENSMUSP00000019616	ENSMUSP00000000299	ENSMUSG00000032174	ENSMUSG00000000290	18223167,18691975
Tln1_Itgb2	Tln1	Itgb2	21894	16414	ENSMUSP00000030187	ENSMUSP00000000299	ENSMUSG00000028465	ENSMUSG00000000290	17114441
Angpt2_Itgb2	Angpt2	Itgb2	11601	16414	ENSMUSP00000033846	ENSMUSP00000000299	ENSMUSG00000031465	ENSMUSG00000000290	21868579
Icam2_Itgb2	Icam2	Itgb2	15896	16414	ENSMUSP00000001055	ENSMUSP00000000299	ENSMUSG00000001029	ENSMUSG00000000290	11825565
Hsp90b1_Pparg	Hsp90b1	Pparg	22027	19016	ENSMUSP00000020238	ENSMUSP00000000450	ENSMUSG00000020048	ENSMUSG00000000440	30128052
Bmp7_Acvrl1	Bmp7	Acvrl1	12162	11482	ENSMUSP00000009143	ENSMUSP00000000542	ENSMUSG00000008999	ENSMUSG00000000530	15851468
Tgfb1_Acvrl1	Tgfb1	Acvrl1	21803	11482	ENSMUSP00000002678	ENSMUSP00000000542	ENSMUSG00000002603	ENSMUSG00000000530	22087763
Bmp10_Acvrl1	Bmp10	Acvrl1	12154	11482	ENSMUSP00000032125	ENSMUSP00000000542	ENSMUSG00000030046	ENSMUSG00000000530	17068149
Gdf2_Acvrl1	Gdf2	Acvrl1	12165	11482	ENSMUSP00000098286	ENSMUSP00000000542	ENSMUSG00000072625	ENSMUSG00000000530	27748860,17068149,22799562
Bmp15_Acvr1b	Bmp15	Acvr1b	12155	11479	ENSMUSP00000024049	ENSMUSP00000000544	ENSMUSG00000023279	ENSMUSG00000000532	23382188
Gdf9_Acvr1b	Gdf9	Acvr1b	14566	11479	ENSMUSP00000018382	ENSMUSP00000000544	ENSMUSG00000018238	ENSMUSG00000000532	18633140
Gdf3_Acvr1b	Gdf3	Acvr1b	14562	11479	ENSMUSP00000032211	ENSMUSP00000000544	ENSMUSG00000030117	ENSMUSG00000000532	17936261
Nodal_Acvr1b	Nodal	Acvr1b	18119	11479	ENSMUSP00000039653	ENSMUSP00000000544	ENSMUSG00000037171	ENSMUSG00000000532	26484579
Inhba_Acvr1b	Inhba	Acvr1b	16323	11479	ENSMUSP00000047894	ENSMUSP00000000544	ENSMUSG00000041324	ENSMUSG00000000532	15196700
Lefty1_Acvr1b	Lefty1	Acvr1b	13590	11479	ENSMUSP00000041427	ENSMUSP00000000544	ENSMUSG00000038793	ENSMUSG00000000532	11952836
Lefty2_Acvr1b	Lefty2	Acvr1b	320202	11479	ENSMUSP00000082952	ENSMUSP00000000544	ENSMUSG00000066652	ENSMUSG00000000532	11952836
Tdgf1_Acvr1b	Tdgf1	Acvr1b	21667	11479	ENSMUSP00000035075	ENSMUSP00000000544	ENSMUSG00000032494	ENSMUSG00000000532	11909953
Mstn_Acvr1b	Mstn	Acvr1b	17700	11479	ENSMUSP00000027269	ENSMUSP00000000544	ENSMUSG00000026100	ENSMUSG00000000532	27733450,14517293,19644449
Gdf11_Acvr1b	Gdf11	Acvr1b	14561	11479	ENSMUSP00000026408	ENSMUSP00000000544	ENSMUSG00000025352	ENSMUSG00000000532	28257634
